Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7	Signature.8	Signature.9	Signature.10	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30	Control
0.001068688	0.000188937	0.037315395	0.034363577	0.017621773	0	0.003722694	0.005079079	0	0	0.00570266	0	0.003639357	0	0.001006988	0.027830175	3.27E-05	0.029828147	0.001064715	0	0	0.003656166	0	0.003294058	0.005966675	0.001374095	0.003606836	0	0.00651758	0.018950768	0.007399577
0.000183619	0.00019419	0.013527912	0.003228394	0.003997623	2.78E-05	0.0001172	0.003804821	0.002347067	0	8.98E-05	0.001188553	0.0051239	0	0.000269472	0.005006668	0.000557811	0.001917685	0.00026816	3.76E-05	0.000119611	0.001060731	7.88E-05	0.002701945	8.96E-05	0.000956247	0.000168682	0.000245583	3.77E-05	0	0.001057082
0.000178624	6.21E-05	0.014963855	0.005366092	0.005267636	0	0	0.004052631	0.001477593	0	0	0.001675512	0.002417784	9.54E-05	0.000778376	0.004330338	0.001692216	0.00071645	0.001496358	0.000930162	0.000355968	0	0	0.002870713	0.004244835	0.001227098	0.001992146	0.000153692	0.000160148	0.006053079	0.001057082
0.000970609	2.75E-05	0.016863143	0.009536406	0.006980098	0.001272476	0.000476817	0.004531683	0.005325293	0.000157273	0.000273907	0.002099628	0.001932079	6.52E-05	0.000241835	0.006110734	0.000465337	0.000687643	0	0.001718963	0.005109563	0	0.000168806	0.007435928	0.003330054	0.002344245	0.002586149	0.000270947	0.000778489	0.007392229	0.001057082
7.19E-07	0.000549718	0.02046894	0.046363298	0.010172649	0	0	0.003409389	0	0	0	0	0.001429551	0	0.002070811	0	5.57E-05	0.004106435	0	4.32E-06	0	0.002816312	0	0.031858057	0.00415299	0.001858706	0	0	0	0.012596992	0.007399577
0.000288822	0.000406878	0.024605361	0.005031044	0.006261229	0.000576954	0	0.006874006	0.006464899	0.000251679	0	0.001374535	0.005252573	0.000156575	0.000696604	0.004431033	0.002599286	0.00116779	0	0.000940348	0.000389366	0.000791986	0	0.001940375	0.002220421	0.001245596	0.007007628	0.000329005	0.003161732	0	0
0.000268181	0.024884282	0.009712506	0.001182815	0.001224895	0	8.41E-05	0.002160436	0.002137385	0	4.83E-05	0.001615787	0.242102613	0	0.000153538	0.003367727	0.000247168	0.000674164	0.000180377	8.13E-06	8.58E-05	0.000146207	9.99E-05	0.002860962	0.004809909	0.001882598	0.001944232	0.000473543	0.00023839	0	0.00422833
0.000398662	1.75E-05	0.01644665	0.005232042	0.004880396	4.03E-05	0.0005668	0.002687365	0.002182851	0	0.000716315	0.002450485	0.07440348	0	0.000597946	0.005811149	0.000556294	0.003963521	0.000534959	6.86E-05	0.000173538	0.000549536	9.68E-05	0.002859667	0.002161554	0.00169585	0.002837869	0.000817084	0.000173961	0	0.003171247
0.000410619	0.010225789	0.014410395	0.010788316	0.005673978	0	0.001187576	0.000126716	0	0	0.001364404	0	0.077504393	0	0	0	8.08E-05	0.00532728	0	0	0	0.0024163	0	0.004197472	0.009508654	2.61E-08	8.17E-05	0	0.000392014	0.007327733	0.002114165
0.00029375	0.02911919	0.012890693	0.001204277	0.001978113	9.75E-06	0.00019178	0.002135835	0.00206802	1.81E-05	0.000251812	0.000658043	0.185899238	1.50E-05	0.000166746	0.007417258	0.001169893	0.000869126	0.002468263	0.000148999	8.39E-05	0.000108742	0.000123856	0.001112746	0.005245964	0.002341224	0.000940351	0.0007373	0.000259362	0	0.001057082
0.003821246	0.004500551	0.009794319	0.004014727	0.00903103	0.004224881	0	0.008579351	0.005452051	0	0.009837551	0.007373376	0.001157444	0.006101505	0.001806622	0.008230167	0.005327103	0.001294755	0.007216266	0.009956001	0.001980779	0.001827186	0.007747428	0.00160008	0.009324778	0.002395544	0.008413309	0.004467089	0.00136684	0.023317908	0.026427061
0.0047611	0.004233401	0.012517146	0.006442404	0.013543498	0.005667081	0.019248692	0.006888703	0.008429017	0.002062611	0.123371291	0.008448639	8.13E-05	0.017162727	0.006700081	0.011895985	0.00617906	0.00214216	0.017018773	0.017267551	0.006182577	0.002297689	0.082396019	0.00250072	0.01499081	0.011064216	0.008538171	0.003831859	0.006061273	0.050011372	0.012684989
0.276347194	0.024984022	0.024346944	0.011648842	0.086184536	0.152895836	0.000473231	0.113762012	0.091124873	0.039334711	0.039145958	0.014397418	0.003078497	0.128440196	0.059332113	0.026533398	0.065383999	0.035621214	0.149423199	0.130262025	0.123639096	0.026459643	0.045075934	0.009800222	0.108619173	0.100504258	0.051126967	0.055530859	0.103471082	0.091105784	0.014799154
0.001623015	0.001997826	0.008052916	0.001960159	0.006766571	0.002003598	0.00162501	0.009811342	0.004424408	0.001171704	0.027744053	0.004054342	0	0.005728141	0.001012022	0.006114498	0.003245096	0.001884008	0.008625146	0.005662617	0.001157049	0	0.012925349	0.000860551	0.002527448	0.004564448	0.002724745	0.001330038	0.001245658	0.007800131	0.002114165
0.003937717	0.013220885	0.01148189	0.010225794	0.013704138	0.001675258	0.041763547	0.003363056	0.00836192	0.00043847	0.019727368	0.016585388	0.004151042	0.001818543	0.001146185	0.018633616	0.01763313	0.004811409	0.020816003	0.004915112	0.001921975	0.006604006	0.034553558	0.00222559	0.009269271	0.003892256	0.015560389	0.005254612	0.003493431	0.036194251	0.105708245
0.004216815	0.003744276	0.00824331	0.008480882	0.012746111	0.002359928	0.067461543	0.003327202	0.007120817	0.001060646	0.116836891	0.010083531	0.001382362	0.006121947	0.002392036	0.01051731	0.003858419	0.003369058	0.043283162	0.00968254	0.006221728	0.007346399	0.128589722	0	0.004643229	0.004647796	0.007710931	0.003831666	0.003272067	0.040242091	0.016913319
0.20174672	0.049096563	0.031436437	0.041454474	0.086716224	0.19891507	0.129053394	0.064558605	0.072639626	0.044613367	0.096232392	0.045700602	0.001647168	0.099476384	0.039020795	0.015902957	0.122384711	0.089296283	0.126701061	0.219261248	0.201361325	0.052644774	0.096801648	0.012079681	0.083732369	0.07871006	0.074999646	0.030620185	0.085219789	0.101071151	0.117336152
0.002274505	0.005560665	0.00904371	0.006903269	0.008672469	0.001209381	0.030784579	0.009185956	0.005837577	0.001108174	0.03662508	0.012823863	0.000491086	0.003976182	0.001521726	0.013205087	0.005642599	0.001790426	0.038849698	0.004307121	0.001594813	0.002512153	0.06277183	0.001032853	0.006217817	0.002597097	0.004498616	0.002045669	0.000441162	0.012583329	0.00422833
0.007399753	0.008856108	0.020250846	0.006669285	0.01898655	0.020260881	0	0.002460437	0.008328254	0	0.026147505	0.017313625	0.005257158	0.026577235	0.016841223	0.017461042	0.002700543	0.002096176	0.027981896	0.03943034	0.014505703	0.002575653	0.047849748	0.013746191	0.010219101	0.008926297	0.01996873	0.006374822	0.007013577	0.039869836	0.031712474
0.011015172	0.003780864	0.014090821	0.008383653	0.023344246	0.03278747	0.025032885	0.002404696	0.012670525	0.010537287	0.133529631	0.017560522	0.006160576	0.040311259	0.065053733	0.017568361	0.000580837	0.004451758	0.062799644	0.05165935	0.047689254	0.005936135	0.200010097	0.01263347	0.00967767	0.024779281	0.038682573	0.00434522	0.003115358	0.055496899	0.028541226
0.299718872	0.004096212	0.014857234	0.017199288	0.121949247	0.405273575	0.001701222	0.123194967	0.115310138	0.151505042	0.087953847	0.031326851	0.056021789	0.455214448	0.631252253	0.012263805	0.095646331	0.09000027	0.202895729	0.031104128	0.016494052	0.043296202	0.1142918	0.07162509	0.103958975	0.203968445	0.128376394	0.040228741	0.115711389	0.125967523	0.071881607
0.005740179	0.004950237	0.014575114	0.006875761	0.020213078	0.017783747	0.015356105	0.007480118	0.014839883	0.009563815	0.057201459	0.017563498	0.003307657	0.028966395	0.030960181	0.017724133	0.001321776	0.001623001	0.075044993	0.037652117	0.016158689	0.001638663	0.105686381	0.011512176	0.010939259	0.017590814	0.011661683	0.002151055	0.003797535	0.016949836	0.002114165
0.002072967	0.280596676	0.005376654	0.001293704	0.005024457	0.001107092	0.050538165	0.003767322	0.003238463	0.00102624	0.014588256	0.009290778	0.098351289	0.00211665	0.001910695	0.011584979	0.010134348	0.005580136	0.007864456	0.0035854	0.002746236	0.001307637	0.006304133	0.007437848	0.005437633	0.005064271	0.012705215	0.006923044	0.003508992	0.033623086	0.016913319
0.003409397	0.073837538	0.011043028	0.003488028	0.012715168	0.001351269	0.163635304	0.002872233	0.00733438	0.00788942	0.103475025	0.008622075	0.017498557	0.00877734	0.003587675	0.011894696	0.014238215	0.00502194	0.016048756	0.00368948	0.004974753	0.001740169	0.025398852	0.004549169	0.004267373	0.006527602	0.007294883	0.006264866	0	0.04815946	0.006342495
0.102355818	0.300207264	0.009721709	0.003828112	0.032409461	0.05507491	0.392691872	0.027341369	0.028661044	0.559099778	0.036384101	0.006338671	0.049634265	0.020361716	0.016704439	0.022829403	0.096431186	0.0406606	0.03056891	0.073008266	0.050904202	0.009147772	0.011222253	0.01413471	0.065087945	0.043719839	0.02939307	0.016401882	0.043306176	0.056424626	0.087737844
0.001282694	0.09956397	0.004065389	0.001854587	0.003509158	0.000458184	0.023123166	0.004173883	0.004051632	0.00708473	0.030028569	0.003948256	0.015841683	0.003433101	0.000844844	0.008470596	0.008132139	0.001315228	0.006276439	0.002081025	0.001789483	0.000499496	0.006864606	0.001009104	0.003972183	0.002116356	0.005243739	0.003665351	0.002548837	0.011740723	0.003171247
0.000341401	5.25E-08	0.003028696	0.001052983	0.002414002	5.33E-05	0.000249533	0.004161528	0.004651227	0	5.73E-05	0.002317471	0.000637643	0	0.000212621	0.003237912	0.000228994	0.000674009	0.000235515	0.000114121	0.002113729	0.01909433	0	0.000193827	0.005951962	0.001185758	0.057515103	0.000519658	0	0.001778401	0.002114165
0.000704791	0.000156993	0.009276415	0.002995523	0.007024558	0.001025905	0.00069895	0.013552592	0.005652747	0.000115271	0.000100378	0.00909343	0.00190294	0.000382466	0.003190489	0.01021718	0.002457093	0.000630273	0.003973099	0.001371402	0.026036467	0.015719258	0	8.83E-06	0.009070589	0.011937612	0.00206067	0.006352228	0.001841289	0.003072943	0.003171247
0.000650577	0.000576175	0.007207726	0.005980777	0.008507176	0	0.000612278	0.011915779	0.007126376	0	0.000547123	0.005010969	0.000143358	0	0.000248432	0.008718619	0.001107411	0.002724521	0.002626731	0.000103233	0.001874617	0.071252589	0.000166345	0.002868057	0.004957679	0.000849881	0.001343945	0.002624375	0.001838247	0.004218807	0.002114165
0.001010126	8.42E-05	0.004476652	0.000936589	0.004319409	0.000669713	0.001242922	0.01068377	0.010120491	0.000281119	0.000122399	0.003411813	0.000709121	0.00017489	0.001138312	0.00477867	0.001087446	0.000864246	0.001005512	0.002098285	0.00155843	0.007995627	0	1.17E-06	0.006157159	0.00151108	0.001450352	0.004336709	0.001252968	0.003122483	0.005285412
0.000123666	7.55E-05	0.003351316	0.002026669	0.001684421	1.09E-05	0	0.004611897	0.002604273	0	0.000141257	0.000836714	0.000180102	0	0.000199548	0.002658982	1.38E-05	0.000112718	0.001134059	1.10E-05	0	0.041191589	0.000188206	0.00056615	0.009436637	0.001166516	0.163704173	0.00170421	0.000375014	0.00153628	0
0.000151544	0.000172596	0.004289069	0.002283969	0.001579079	0.000216534	0.000327675	0.005222307	0.001766711	1.54E-05	0.000295794	0.003223086	0.000106904	0.000435452	0.000408359	0.004799293	0.003582279	0.000518589	0.00106436	0.000817912	0.000883812	0.019385246	0	0.000419853	0.004317394	0.000973098	0.001060873	0.009915428	6.20E-05	0.00149476	0
0.000476542	0.000344702	0.015601212	0.02830357	0.010748389	0.000267972	0.000658964	0.019213829	0.007395839	0.000186302	0.000648927	0.004672863	0.000555053	0.000103024	0.001031301	0.019604626	0.006295303	0.004623856	0.001696211	0.000845336	0.002401852	0.309541746	0.000167843	0.004331361	0.069086669	0.002397804	0.006667936	0.017963857	0.002313938	0.007318961	0.007399577
0.000202496	0.00024952	0.006472144	0.002761181	0.002903808	0.000106899	0.000491607	0.008945221	0.002903008	0.000162151	0.000125512	0.002361549	4.49E-07	0.000298897	7.76E-05	0.004200184	0.012774914	0.000804864	0.000515543	0.000518743	0.000278733	0.026040731	0.000128773	0.000530058	0.011677337	0.000476108	0.002389473	0.006456017	0.000421415	0	0.001057082
0.000114264	8.90E-05	0.003111777	0.002955719	0.003568822	0	0	0.004948753	0.00225184	0	0.000167944	0.001170339	0.000138127	0	0	0.002341722	6.23E-06	0.000812693	0.001087008	6.33E-05	0	0.040358655	0	0.000721817	0.020603295	0.001164573	0.086229412	0.000580464	0.00098666	0.001713801	0
0.000186171	0.000462624	0.008010554	0.004528564	0.004328941	0.000986962	0	0.009777756	0.004425449	6.53E-05	0.000341435	0.006186258	0.000514707	0.001355164	0.001527381	0.006347713	0.003816435	0.001330558	0	0.002996508	0.014356105	0.014496735	0.000186909	0.003200655	0.006762371	0.005496852	3.74E-05	0.00677078	0	0.003117421	0.001057082
0.000312711	0.000107979	0.008899968	0.008954411	0.005670691	0.000163501	0.000459499	0.008655328	0.003303282	0	0.000351945	0.002329943	0.000241576	0	0.000807914	0.006256849	0.004057198	0.001025271	0.001051359	0.000505079	0.002422915	0.059398455	0	9.98E-05	0.034191429	0.001108331	0.00193194	0.003561601	0.000282422	0.003615019	0.001057082
0.000441802	0.000211315	0.007702627	0.002438111	0.003416057	0.000460517	0.000616296	0.013698108	0.003417792	0.000162623	7.08E-05	0.003059207	0.000155438	0.000303513	0.001075266	0.003258029	0.003578853	0.001979165	0.002749728	0.000932682	0.00257879	0.010075832	0	0	0.014511202	0.001650435	0	0.002672968	0	0.003707779	0.007399577
0.000715104	4.82E-05	0.003855228	0.001484867	0.003754525	2.67E-05	0.000375339	0.007090911	0.012431277	0	0.000129368	0.003425754	0.000311008	0	0.000121835	0.005110862	0.000392661	0.0015566	0.001255987	0.000276295	0.001034261	0.023622261	0	0	0.009566123	0.000251235	0.031934284	0.000164788	0.000308983	0.002709722	0.007399577
0.000247027	2.77E-06	0.004761203	0.00146885	0.002697777	0.000103394	0.000544828	0.005481189	0.001510726	0.000191686	0	0.007677147	0.000576026	0.000318005	0.000280014	0.005062197	0.001402534	0.000832797	0.001495913	0.000204809	0.001668105	0.014322918	0	0.001933076	0.001444192	0.001963787	2.76E-05	0.007988318	0.000422366	0.002218802	0.006342495
0.000162546	4.64E-05	0.004144227	0.003159682	0.00340259	0	0.000438306	0.004573716	0.009452784	0	0	0.002596794	0.000220826	0	0.000106706	0.004423542	1.39E-05	0.000786121	0.001955592	3.39E-05	0	0.047210717	0.000104512	0.003268802	0.005215177	9.41E-06	0	0.003077632	0.000738702	0.001501033	0.002114165
0.000364823	0.000118284	0.005706781	0.001065629	0.002997474	6.71E-05	0.001346826	0.009294829	0.005767802	0.000497545	0.000247579	0.004054408	8.87E-05	0.000176876	3.28E-05	0.003452101	0.001565876	0.000675227	0.001964526	0.000496169	0.000219925	0.009794771	0	4.85E-05	0.00456863	0.000354646	0.0008374	0.009596985	0	0	0.002114165
0.001181358	0.000516918	0.004684215	0.00184272	0.009589611	0.000665927	0.000124767	0.005046272	0.009686853	0.000510296	0.000172013	0.018619678	0.000281723	0.000355016	0.001164352	0.028661522	0.001007613	0.000650894	0.003104513	0.003257328	0.006748651	0.006480294	0.000274582	0.000785114	0.00601977	0.014632356	0.002028958	0.002206184	0.001745006	0	0.002114165
0.001865148	0.000590899	0.011557672	0.001536166	0.013073829	0.00174093	8.74E-05	0.008490322	0.014131868	0.002997037	0.001505667	0.044347956	0.000261217	0.002199178	0.002587841	0.023933394	0.010565792	0.001175816	0.003598279	0.013392069	0.014712387	0.001493224	0.000199372	0.00036525	0.009692718	0.025690801	0.002597772	0.014873776	0.003833819	0.007197082	0.001057082
0.002346327	0.000622171	0.011478714	0.004844429	0.021030589	0.00525294	0.000476216	0.008363901	0.018444738	0.001166841	0.000625284	0.053050912	0.000390256	0.001302927	0.002015056	0.037925993	0.004514657	0.002014509	0.007880193	0.029674748	0.015552377	0.005155055	0.000349481	0.001233628	0.015814739	0.037545481	0.006234667	0.008113515	0.006892101	0.005793002	0.003171247
0.001118305	0.000839857	0.008682777	0.001123906	0.010535706	0.00029063	0.000390633	0.009673238	0.013512224	0.000937062	0.000122399	0.014215887	0.000195164	0.000485805	0.000907768	0.028273799	0.001669516	0.001734262	0.004875208	0.002075713	0.006849843	0.001440603	0.000114563	0.001683876	0.006006872	0.014785684	0.00148328	0.002479767	0.001936908	0	0.002114165
0.000436764	0.000267014	0.003494593	0.001405157	0.004755715	0.000678107	0.000307376	0.001984431	0.007291964	0.000101385	3.53E-05	0.015356155	2.70E-05	0.000100918	0.000399097	0.007189101	0.003417567	5.25E-05	0.001740648	0.003638595	0.006870002	0.00190904	0	0.000378345	0.003239772	0.012410363	0.002425884	0.013770044	0	0	0.001057082
0.000418249	0.000145931	0.004863971	0.000534984	0.003176423	0.000333129	0.000187243	0.003194202	0.004254528	0.00029336	0.000107562	0.014428933	2.08E-05	0.000678793	0.000474836	0.007273929	0.01389534	0.0006349	0.001405759	0.00342072	0.002388682	0.000488159	0	0.000693977	0.0029434	0.005422341	0.002158414	0.021884637	0.000448843	0	0.00422833
0.00224609	0.000541602	0.011418331	0.008275898	0.019171165	0.009044071	0.000941377	0.006646023	0.022332535	0.000931509	0.000108155	0.062556072	0.00010498	0.000824194	0.004889131	0.028652914	0.040319062	0.002173742	0.003230878	0.055577366	0.020271631	0.003991807	0.000310928	0	0.014672985	0.047388322	0.008585764	0.075422051	0.004490428	0	0.009513742
0.000623822	0.00024345	0.004692973	0.001296554	0.00565472	0.000320698	0.001229017	0.003789816	0.011569961	0.000360336	0.000282403	0.014169297	4.29E-07	0.000403511	0.000387857	0.011506755	0.041650855	0.000318191	0.001241991	0.002392226	0.00568615	0.000995406	0	0.000290446	0.002857298	0.006036208	0.001716173	0.002981046	0.000574045	0	0.001057082
0.001864564	3.62E-06	0.004806515	0.002613027	0.008627678	0.002115236	9.75E-05	0.003478326	0.00683058	0.002057191	0.000559814	0.044706937	0.001055355	0.002079712	0.003855274	0.012567242	8.32E-06	0.000229289	0.001630512	0.000957986	0.070912806	0.003169121	0.000126043	0.000411899	0.009949472	0.050911925	0.003750056	0.003847281	0.002387707	0	0.005285412
0.002359024	0.000292921	0.008931114	0.001393404	0.010306282	0.002079669	9.91E-05	0.006404367	0.014802365	0.006600233	0.001820987	0.04346243	0.001078602	0.006884231	0.020056924	0.015710589	0.014322326	0.002007876	0.002549904	0.001234854	0.067231057	0	0.000549104	0.004425473	0.004678881	0.04246326	0.003135765	0.015131972	0.004868323	0.006143123	0.00422833
0.001296878	6.02E-07	0.006725883	0.002827709	0.011736849	0.003133779	0.00022975	0.004817015	0.011089589	0.002728097	0.00167174	0.050277714	0.000991522	0.003436322	0.004785339	0.01815713	0.005335878	0.003998639	0.003942595	0.016671712	0.069092162	0.001741878	0	0.000141578	0.011982945	0.036413898	0.001516458	0.013619153	0.002986564	0.005670667	0.032769556
0.00223663	0.000566689	0.006664462	0.001300326	0.010491784	0.000921033	0.004991996	0.006527678	0.011962272	0.005041309	0.00162854	0.039967063	0.000856286	0.00290024	0.002350582	0.014019399	0.007518649	0.002615245	0.00523506	0.000735187	0.063086002	0.001483646	0.000632031	0.001739037	0.010188151	0.036466905	0.003720357	0.000543031	0.004786179	0.004905665	0
