Signature.1	Signature.2	Signature.3	Signature.4	Signature.5	Signature.6	Signature.7a	Signature.7b	Signature.7c	Signature.7d	Signature.8	Signature.9	Signature.10a	Signature.10b	Signature.11	Signature.12	Signature.13	Signature.14	Signature.15	Signature.16	Signature.17a	Signature.17b	Signature.18	Signature.19	Signature.20	Signature.21	Signature.22	Signature.23	Signature.24	Signature.25	Signature.26	Signature.27	Signature.28	Signature.29	Signature.30	Signature.31	Signature.32	Signature.33	Signature.34	Signature.35	Signature.36	Signature.37	Signature.38	Signature.39	Signature.40	Signature.41	Signature.42	Signature.43	Signature.44	Signature.45	Signature.46	Signature.47	Signature.48	Signature.49	Signature.50	Signature.51	Signature.52	Signature.53	Signature.54	Signature.55	Signature.56	Signature.57	Signature.58	Signature.59	Signature.60	Signature.84	Signature.85	Control
5.18E-05	0.000287824	0.003144261	0.007047403	0.007399419	2.22E-06	3.13E-05	0.00161546	8.10E-05	0.006338421	0.000470692	0.002741746	1.74E-15	4.18E-16	1.22E-15	0.001694274	0.108486781	9.64E-05	6.77E-05	0.003444055	0.003684844	0.00017157	0.003263598	0.00239885	0.000513853	0.00036798	0.002824818	1.07E-17	0.003122242	0.009510966	0.000592288	8.16E-05	0.000242903	0.002436477	0.000489346	0.002322853	0.004009678	0.000460603	1.46E-15	0.000906508	0.001525309	0.005732664	0.004579207	0.037769863	0.010960564	0.011646783	0.001030551	0.007287548	2.57E-17	0.000668637	0.000595858	0	2.98E-05	6.76E-05	0.000522188	0.010790623	0.002020435	0.004141492	0.004461382	0.001081229	0.000690702	0.008054241	0.003987199	0.001627987	0.000338701	3.31E-06	0.001615359	0.002114165
8.06E-05	0.000570526	0.009834397	0.000900864	0.003743485	1.01E-05	9.60E-05	0.00021931	0.007884367	4.29E-05	0.000103728	0.00264435	2.94E-05	5.65E-06	7.01E-05	0.001671222	0.200765327	0.000117031	1.40E-05	0.015474442	0.000189927	0.001149119	0.000798967	0.000606115	0.000321218	0.000279048	0.000199096	0.000134436	0.000651466	0.005240417	0.000962721	0.000939911	9.77E-05	6.32E-05	3.48E-05	0.001638547	0.000192613	0.007969499	0.000981057	0.008581049	0.002653122	0.001176421	0.001138045	0.013776627	0.01033229	0.018627225	0.000131277	8.61E-05	0.000600184	0.000855325	0.002020707	0.00048426	1.08E-05	4.02E-05	0.000147719	0.001151335	0.000582437	0.00057326	7.81E-05	0.000689492	0.000234172	0.005406638	0.007928127	0.000422867	0.000270695	0.001574282	0.004106438	0.001057082
0.001794994	4.10E-05	0.008254417	0.003220921	0.013561318	0.00702559	5.79E-05	0.000601585	0.001184218	0.002324309	0.003940582	0.00528462	0.000780343	9.94E-05	0.013586375	0.004193766	0.005426315	0.006279655	0.000562542	0.001327398	0.001137308	0.000607615	0.003210758	0.014642168	0.019640256	0.001224333	0.001254472	0.009056394	0.0026236	0.009320936	0.001609563	0.008397422	0.000737568	0.001329139	0.047043452	0.00950133	0.033404957	0.002924474	0.002231088	0.001242553	0.002893876	0.003998761	0.001380701	0.003623468	0.011929787	0.005731766	0.010720871	1.38E-05	0.028937582	0.000480292	0.008707011	0.003108511	2.92E-05	5.90E-05	0.001715595	0.017193275	0.000899298	0.001537217	0.00051607	0.002319454	0.005856572	0.018979004	0.048978568	0.001514833	0.001363713	0.02378882	0.001255868	0.026427061
0.00116507	0.002379595	0.018506816	0.003973279	0.0191183	0.006444247	0.02155914	0.041736359	0.017557112	0.002508936	0.004189617	0.009079041	0.001606683	0.002439314	0.198752759	0.004142861	4.31E-16	0.013132499	0.001976302	0.007222859	0.004092855	0.00019207	0.004166628	0.018931212	0.013297057	0.005678556	0.000402609	0.083235261	0.006393602	0.01492875	0.003946136	0.008529756	0.008237769	0.002889627	0.10300865	0.012790016	0.122099597	0.003011929	0.006037538	0.005759802	0.004089022	0.005034707	0.002209179	0.003915132	0.018813247	0.005004754	0.048907681	0.000156628	0.013966938	0.000557237	0.013089633	0.00175697	0.000114391	7.99E-05	0.002252457	0.006966842	0.001802531	0.001071436	0.000473603	0.000271539	0.001995424	0.019282239	0.01056012	0.002837635	0.001699928	0.047726912	0.003467583	0.012684989
0.325886089	0.000273092	0.018577239	0.003604729	0.031968535	0.163552047	1.32E-15	0.002880895	0.010263834	0.010502313	0.023241583	0.035534712	0.051970555	0.000931637	0.049636717	0.001116823	0.002847562	0.166882157	0.103197582	0.030668043	0.000457894	0.003797729	0.052945564	0.010079268	0.065887318	0.051918431	0.012054168	0.043452356	0.001421113	0.108731755	0.040105462	0.051144374	0.083218533	0.065267753	0.079470468	0.050664399	0.175965781	0.049036127	0.000930049	0.004055092	0.042687726	0.050442257	0.025778648	0.028161408	0.002010609	0.024744323	0.002618694	0.007230307	0.05723854	0.024294096	0.032766746	0.027610504	0.001530533	0.002565605	0.08424359	0.033742247	0.0169614	0.018400636	0.001487275	0.030028003	0.014959095	0.127414379	0.065293651	0.012301796	0.025866985	0.013947539	0.005041086	0.014799154
0.000683051	0.001240479	0.006984704	0.00156248	0.009088068	0.002318296	0.003495543	0.004575789	0.006613724	0.022803951	0.007182701	0.004204729	0.00222786	0.001425064	0.057000013	0.001798846	0.000238656	0.008096634	0.000196901	0.004493701	0.000682261	0.000155337	0.002762121	0.019109958	0.005142901	2.34E-05	0.000436007	0.013927703	0.002020232	0.00252557	0.001676467	0.002726892	0.004769755	0.000474535	0.012912951	0.005383901	0.058358663	0.001679021	0.002435845	0.000502493	0.002078143	0.003595455	0.000969694	0.00479764	0.010162902	0.00365822	0.016729744	0.000430678	0.009685226	0.0004375	0.003868112	0.001800066	2.37E-05	4.23E-05	0.003349213	0.001526125	0.00058429	0.00041017	0.001727874	0.000349777	0.002232003	0.008903097	0.004416642	0.001300897	0.000146216	0.023824839	0.004139818	0.002114165
0.000209005	0.004222782	0.013621563	0.006843331	0.011745973	0.002169535	0.034523849	0.066445321	0.003511981	0.036166178	0.002248679	0.006874962	4.02E-05	3.98E-05	0.003119473	0.007300304	2.12E-05	0.00201224	0.001751016	0.007870648	0.001113947	0.000707801	0.00594304	0.090572696	0.006146234	0.001108604	0.001255269	0.036277742	0.001741008	0.009238027	0.001488388	0.01552307	0.000403429	0.00289228	0.071054075	0.032189287	0.009510139	0.003679331	0.004381982	0.004173457	0.004770242	0.003367061	0.002469729	0.005004659	0.017275296	0.005834619	0.013026467	5.29E-06	0.001672529	0.001124787	0.0236781	0.000915464	2.69E-06	7.02E-05	0.002723995	0.002257777	0.001591118	0.004524326	0.00171033	0.004789673	0.000343266	0.012625398	0.007164101	0.001614223	0.001093101	0.011583838	0.002176517	0.105708245
3.41E-05	0.000200985	0.020670605	0.007494841	0.013913669	0.002855553	0.046182252	0.136695047	0.00935746	0.003194675	0.004094898	0.010060894	2.95E-16	2.69E-05	0.116804126	0.000340322	0.001796049	0.00123026	0.002176657	0.0037706	0.002822607	0.000110334	0.004153079	0.084691325	0.009116903	0.005124994	0.004002606	0.133325259	0.003463878	0.004641201	0.003014509	0.007704197	0.000350917	0.000753877	0.080470054	0.154973969	0.01932944	0.001483366	0.00057351	0.082347387	0.005709707	0.002368994	0.003332309	0.002564745	0.018442352	0.001889326	0.040525733	3.65E-18	0.001620587	3.22E-05	0.01341161	0.005907847	5.39E-05	8.91E-05	0.003646404	0.003973536	0.001071092	0.001724089	0.000138726	0.003196161	0.000739793	0.012400664	0.010624919	0.000278231	0.001635217	0.03156868	0.000593991	0.016913319
0.229436292	0.030330165	0.021228981	0.019978915	0.118687613	0.218005602	0.051898139	0.153727993	0.129777821	0.030042537	0.014056673	0.069245692	2.73E-15	0.010916447	0.007898684	0.000507527	0.024519786	0.095775649	0.045039962	0.008496683	0.02887719	0.009420522	0.095589923	0.133853598	0.107168517	0.057215449	0.004950408	0.092772288	0.023018255	0.083942374	0.032950034	0.074949665	0.039464282	0.065136905	0.121558587	0.071764234	0.07059895	0.052797524	0.097653743	0.024474682	0.042193339	0.03416423	0.022836603	0.046583495	0.023300299	0.09552915	0.01498188	0.00075526	0.081342458	0.012952668	0.077515162	0.018040608	3.10E-05	0.002309436	0.00858181	0.162079832	0.012972139	0.047555601	0.160885369	0.000487678	0.102579823	0.060746161	0.079257437	0.006930337	0.032705654	0	0.000358294	0.117336152
1.44E-05	0.000999687	0.013724922	0.006080857	0.009864617	0.001552701	0.027564277	0.05518641	0.018829166	9.89E-05	0.008613213	0.007434224	7.93E-05	0.000110534	0.035192396	0.002640908	0.001124948	0.000707029	0.001783906	0.014942718	0.001665143	0.000148564	0.002382459	0.138500396	0.004784869	0.000188238	0.001170718	0.064173457	0.000979167	0.006196737	0.00102493	0.004498994	0.003235214	0.000180406	0.021048408	0.079903006	0.016987321	0.001526514	2.30E-05	0.027127175	0.002866061	0.003986552	0.001684412	0.002708409	0.013427778	0.004603572	0.016164486	0.000364002	0.001665394	0.001012046	0.003763479	0.00224197	5.00E-05	5.47E-05	0.00595392	0.002001638	0.000882	0.003497051	0.001328021	0.000335025	0.000412724	0.019124485	0.017301108	0.000960015	0.001273126	0.019141628	0.002204038	0.00422833
0.000730451	3.43E-16	0.021843751	0.00346952	0.018491465	0.023506389	9.23E-05	0.000835851	0.000320306	0.000583751	0.000365938	0.010434447	7.26E-05	0.000150518	0.02377034	0.007812965	0.012433411	0.019842458	0.018811181	0.011232773	0.003503059	0.000148977	0.007740703	0.073090759	0.038521037	0.012048725	0.003886965	0.049306758	0.015232532	0.010170106	0.003812803	0.019943392	0.007068864	0.006222591	0.050539971	0.008363833	0.020021237	0.006751375	0.000338388	0.009391513	0.00413868	0.003744263	0.002173272	0.006944708	0.019842106	0.007988979	0.03684738	0.00083649	0.070435436	0.000827444	0.016537938	0.001768136	8.04E-05	4.33E-05	0.002702544	0.004918905	0.001363505	0.004478432	0.000177372	0.006760262	1.72E-05	0.006856527	0.009452032	0.002160497	0.00140385	0.090206888	0.001856675	0.031712474
2.09E-05	2.71E-07	0.024398967	0.005172069	0.028145347	0.038108014	0.017386039	0.035148108	2.65E-05	0.000395728	0.000444066	0.013344751	0.029378578	0.008559375	0.189692556	0.004339029	0.002180262	0.012944128	0.045011301	0.012497196	6.48E-16	0.000523312	0.008931212	0.065028902	0.0663866	0.034638934	0.00417502	0.193301918	0.030434461	0.009662591	0.010329788	0.038591353	0.000558994	0.006510799	0.084799192	0.019168343	0.045899182	0.008867167	4.41E-16	0.031348106	0.005171078	0.004636832	0.00371057	0.005320277	0.022003563	0.015700512	0.227873699	6.12E-18	0.082072094	0.001055368	0.008074332	0.003899323	2.35E-06	3.79E-05	0.002412114	0.004648391	0.001277556	0.007936218	0.014308264	0.002146893	0.001254385	0.012637397	0.00600329	0.00284456	0.002228665	0.154364192	0.001385968	0.028541226
0.349854409	3.35E-15	0.006860249	0.003988557	0.11436609	0.436066417	5.85E-05	0.00167841	0.000682625	0.002449385	0.024703271	0.069413436	0.249888532	0.050965342	0.020951337	0.00126911	0.003006827	0.000217332	0.689685218	0.019723413	0.033546871	0.020336024	0.115448784	0.037519777	0.182541642	0.000547315	3.54E-15	0.110169113	0.126228434	0.10416873	0.090346363	0.128372749	0.004561706	0.106809921	0.051979544	0.023636613	0.08987489	0.071890895	0.236591082	0.031794436	0.061860918	0.061877455	0.040074331	0.046231881	5.32E-17	0.221735621	0.048674479	0.000102904	0.356855245	0.012188165	0.019205457	0.02798729	0.000688903	0.00238608	0.059915978	0.045943832	0.021146859	0.028505768	0.148863525	0.120731247	0.036440712	0.109826241	0.100091195	2.80E-17	0.037107431	0.091016988	0.002377167	0.071881607
6.91E-06	8.48E-05	0.016462988	0.003535232	0.019392303	0.020437598	0.019142746	0.005763662	0.001691536	0.073648492	0.006685691	0.017496236	0.025387393	0.014468362	0.09185975	0.005093261	0.002405561	0.013327095	0.021553248	0.012702516	0.000154204	5.95E-16	0.005851646	0.142858466	0.033049155	0.011383292	0.003144077	0.107463948	0.011312114	0.010924054	0.007552449	0.01166002	0.000242668	0.003350848	0.019687869	0.007668636	0.051551457	0.005424727	0.00082129	0.008497129	0.004417458	0.003726155	0.003209686	0.00814495	0.019275352	0.012228118	0.103760079	0.002221734	0.053729019	0.001801104	0.00574272	0.007371197	2.80E-05	7.92E-05	0.019910944	0.007161841	0.000854641	0.001654215	0.000216736	0.006018007	0.001646349	0.009017298	0.007670264	0.002866833	0.001107091	0.199647958	0.009540635	0.002114165
8.81E-05	0.397712002	0.00369924	0.001529764	0.009329799	0.001453108	0.124742699	0.003115811	0.01701837	0.000159629	0.003222076	0.003077858	0.000303407	0.000545822	0.005690032	0.00464177	0.005786364	0.001980657	0.003261378	0.005299531	0.000547926	0.000126972	0.004395584	0.025363187	0.003551941	0.002244059	0.001252095	0.006773767	0.000589548	0.005443211	0.002199451	0.012731372	0.005075961	0.00184351	0.048051987	0.004436135	0.010593533	0.008944632	0.001302504	0.001838681	0.005739967	0.002846157	0.002851885	0.001617994	0.020071492	0.007499103	0.002548714	1.96E-05	0.000497878	0.00095754	0.011708175	0.005823111	2.40E-05	2.12E-05	0.010446379	0.000902021	0.000542951	0.00134786	2.87E-18	2.92E-11	0.000174877	0.005235669	0.002883762	6.87E-05	2.22E-05	3.45E-05	0.003859014	0.016913319
3.99E-06	0.097326693	0.011514813	0.003854297	0.014250146	0.001714041	0.233873702	0.134081009	0.018168022	0.005873612	0.000217181	0.007122622	0.003084384	0.013072103	0.123921924	0.002992703	0.00504273	0.000103334	0.001586092	0.004133742	0.000125792	0.000957274	0.005925593	0.019471281	0.005452842	6.78E-05	0.001401295	0.026021992	0.004040012	0.004263901	0.002280101	0.007294228	0.005838996	1.40E-18	0.088573803	0.019667694	0.022285137	0.002600277	0.000272822	0.010551166	0.004960951	0.002386097	0.00430949	0.002968207	0.020834621	0.005590401	0.023309716	3.59E-18	0.001078679	0.001086456	0.010749871	0.040225886	4.80E-05	8.90E-05	0.075494031	0.001266065	0.000761816	0.001829705	0.000343286	0.002778522	0.000216889	0.015000616	0.013864647	0.000161155	0.000704996	0.017693304	0.004079125	0.006342495
0.082154787	0.308781599	0.005980143	0.001082142	0.068801612	0.059285067	0.365663508	0.254745617	0.000429749	0.012705883	0.000250996	0.022123993	0.021775774	0.822612242	1.61E-06	0.000700669	0.00935502	0.028024824	0.024564976	0.023692587	0.001716361	0.000690707	0.042836994	0.023498941	0.010940101	0.001860443	0.000279516	0.011963162	0.006221357	0.065099329	0.01655386	0.029392972	0.01718096	0.039114008	0.067862186	0.046959595	0.039614173	0.022056221	0.001977937	0.004474056	0.01964719	0.022863997	0.014445317	0.019081241	0.01335425	0.029690246	0.001812177	1.52E-17	2.57E-17	0.006573683	0.022046743	0.014690733	0.000425354	0.000997259	0.020127035	0.032421826	0.007615754	0.022589958	4.32E-13	0.022710523	0.001267797	0.027856775	0.021138485	1.82E-17	0.008891541	3.18E-05	0.001500971	0.087737844
1.15E-17	0.145049089	0.003419022	0.001924331	0.006289055	0.000551549	0.036543639	0.031329943	0.001487133	0.025124732	0.002195359	0.002564503	0.012315976	0.016675863	0.045114136	0.003353403	0.000772593	0.000130885	0.000139539	0.01199948	0.00023355	0.000685641	0.000942178	0.023679896	1.43E-05	2.97E-05	1.14E-16	0.007587251	0.000753908	0.003962267	0.000927871	0.005251147	0.001359928	0.000804597	0.016773914	0.007535769	0.018648924	0.003584292	0.000368695	0.003254323	0.002911793	0.002694235	0.001895781	0.001149411	0.00976554	0.004802984	0.005202844	0.000286837	0.000699828	0.000766933	0.001814513	0.042398926	4.28E-07	2.31E-05	0.028701673	0.014659638	0.000397116	0.001181773	5.92E-05	0.010260684	4.67E-05	0.015591236	0.078405229	0.000581442	0.001390824	0.005351976	0.025418622	0.003171247
3.77E-05	4.22E-05	0.002092549	0.002286741	0.00201301	7.06E-06	0.000603467	0.000696598	0.007239471	4.07E-05	0.00739866	0.005432975	2.49E-05	0.00021596	0.000143988	0.00258017	1.10E-16	0.000203554	0.000149004	0.011423667	0.000617369	4.37E-05	0.000569803	0.00026951	0.000133483	0.001280033	0.029864445	2.18E-18	0.000230345	0.005937117	0.00060308	0.057473368	0.000107057	0.000105986	0.000105634	0.002766553	0.000180756	0.000313457	0.042807167	0.001802755	0.000776835	0.000945428	0.000522202	0.001314174	0.002422153	0.002837759	0.00417387	0.004781273	0.001008871	0.000124313	0.001014132	0.065873213	4.40E-05	8.68E-06	0.00171294	0.035584368	0.000387999	0.000822278	0.00021858	0.001267884	2.62E-06	0.001252088	0.009774206	0.000506773	0.001286203	0.000452251	0.067001691	0.002114165
0.000367588	0.001353754	0.009622029	0.003000329	0.006618367	0.000137389	0.000729717	0.000457433	0.006991	0.00173064	0.028296071	0.004223876	0.000334185	0.00014001	0.000533158	0.004735384	0.000113126	0.000432504	0.000215076	0.013401784	0.002133766	0.00070603	0.000703473	0.000306141	0.0047468	0.007318493	0.011470958	5.12E-18	0.001148501	0.009058896	0.004889926	0.002054526	0.001041699	0.001198991	0.000400423	0.007480544	0.000787325	0.001441423	0.064608598	0.009500225	0.001594054	0.002442206	0.001782442	0.002495623	0.006172807	0.00572708	0.004406155	0.004135919	0.001921362	0.000412044	0.00236718	0.011966603	6.21E-05	1.83E-05	0.00440861	0.001488479	0.000905664	0.001265992	0.002553707	0.000644001	0.007794753	0.008594094	0.002039372	0.002217951	0.00025296	0.000402835	0.02737135	0.003171247
0.000146322	3.06E-05	0.010017468	0.00820664	0.006782066	4.35E-17	0.000497814	0.00118983	0.00033585	0.004616727	0.023584731	0.003218998	2.99E-16	7.57E-06	3.70E-05	0.00424512	0.000797105	0.000320479	0.000107533	0.011878104	0.000333297	0.00012498	0.001622094	0.000889953	0.000215787	0.000250135	0.077215384	0.000253591	0.000794929	0.004951168	0.000676066	0.001347762	0.000257933	0.001157676	0.000506171	0.00482683	0.000492108	0.000685244	0.039204235	0.001336772	0.002196024	0.002852483	0.000772657	0.004682691	0.007502095	0.003142368	0.004286498	0.001218332	6.21E-07	0.001375042	0.00051201	0.009695354	8.46E-05	4.42E-05	0.00049924	0.03159412	0.000711183	0.001092352	0.002636758	0.006572532	0.000725792	0.006036242	0.005101124	0.001512884	0.000310913	5.59E-05	0.034468734	0.002114165
1.23E-05	1.40E-16	0.003314303	0.00145444	0.002406738	0.00016978	0.001642378	0.003300541	0.042125084	0.026769753	0.013499141	0.011506505	0.004663149	0.000481276	1.67E-06	0.002002878	0.000427372	0.000874256	0.000991664	0.007741657	0.001270059	0.000628563	0.002553223	0.000319138	0.009516847	0.000842389	0.001669456	6.02E-05	0.000373457	0.006171339	0.001733475	0.001452821	0.001505854	0.000477597	0.000202928	0.002083807	0.000304504	0.002605638	0.186902035	0.003866724	0.001390993	0.001656432	0.001015786	0.002155547	0.006046487	0.037678503	0.003059324	0.001903459	0.009251373	0.000203874	0.001069076	0.045922354	6.41E-05	3.39E-05	0.001096079	0.01322058	0.000371237	0.000919882	9.79E-05	0.001660366	0.021417199	0.003427978	0.004979236	0.001009693	0.000335659	0.004388505	0.059916624	0.005285412
2.49E-06	0.000131815	0.00372791	0.004305962	0.001189418	5.90E-06	6.78E-05	0.00038596	0.002495492	0.000907658	0.008880015	0.002524126	1.35E-16	1.04E-05	7.83E-05	0.000335654	0.000127577	6.34E-05	3.13E-05	0.001955421	0.00032678	8.04E-05	0.00015278	4.05E-05	4.63E-05	2.82E-06	0.073689428	0.000149533	0.000237048	0.009428504	0.000461366	0.163870295	0.000107339	0.000411277	7.67E-05	0.008931517	0.000101491	0.000331848	0.012133029	0.023886655	0.000494141	0.00081262	0.000289948	0.001506007	0.000533138	0.001696239	0.00487079	0.000523519	3.22E-06	0.000203298	0.001943219	0.008231887	7.08E-06	6.14E-06	7.60E-05	0.002370084	0.000329426	0.000634558	2.10E-18	2.71E-05	0.000760686	0.003004717	0.001218733	2.19E-05	2.65E-05	4.87E-05	0.007301823	0
1.74E-05	0.000100785	0.006363712	0.002777878	0.001327835	3.71E-05	7.62E-05	0.000251383	0.007337991	3.49E-05	0.010391746	0.00125593	1.03E-16	1.18E-05	6.87E-05	0.002621399	0.000158964	0.000918816	1.67E-05	0.002643965	0.02322019	0.001465995	0.000656801	0.000129612	0.001587697	0.000238738	0.024154187	1.10E-18	0.000255711	0.004313102	0.000539618	0.001059313	0.000788147	0.000226446	0.000212083	0.006966042	0.000154562	0.000336014	0.000159437	0.011411143	0.000435992	0.000457184	0.000497192	0.001494967	0.00283801	0.00113819	0.000506294	3.55E-06	0.000643396	0.000230983	0.001162604	0.000255654	6.38E-06	3.24E-06	0.000160368	0.000440103	4.75E-05	0.000589255	0.000156982	3.07E-07	0.000474093	0.002359574	0.008344638	0.000389776	0.000156196	0	0.000638246	0
5.75E-05	0.000247536	0.018980705	0.029763538	0.0051554	3.12E-05	0.000131433	0.00093192	0.002116624	0.002071912	0.039505963	0.00856966	4.14E-16	9.94E-17	0.000397305	0.002654679	0.000422503	0.000397113	2.26E-05	0.001921613	0.028594355	0.001887346	0.002771183	0.000380308	0.000121212	0.000174458	0.296208816	0.000130846	0.002766457	0.069060734	0.001706363	0.006671422	0.001892589	0.001278964	0.000644424	0.024830936	0.001348518	0.000652573	0.001834426	0.080944262	0.002570323	0.002536303	0.001762141	0.006348957	0.00518302	0.004477405	0.017640409	0.000348963	0.00046341	0.003046129	0.006093044	0.000104806	7.80E-05	5.89E-05	0.000622103	0.007745751	0.001017178	0.00173801	0.001656108	0.017964916	0.003112786	0.001857744	0.001291332	0.000132872	4.66E-07	0.000136697	0.000403543	0.007399577
1.34E-05	1.07E-16	0.005298147	0.003135199	0.001283734	1.41E-05	0.000126311	3.43E-05	0.031119393	0.000576063	0.017358483	0.002078902	0.000202471	3.04E-05	6.12E-05	0.000819344	0.000283664	0.000501551	8.39E-05	0.003534466	0.048370305	0.005949107	0.000566044	8.18E-05	2.92E-05	8.99E-17	0.030845223	0.000107845	0.000765912	0.011658523	0.000278794	0.002388622	0.000701682	0.000371057	0.000194925	0.011942496	0.000183964	0.000442684	0.000121908	0.026792489	0.000682986	0.000947393	0.00067782	0.00224017	0.004033078	0.003751272	0.002600161	6.94E-05	3.19E-06	0.000347281	0.001479961	3.97E-05	2.64E-05	7.81E-06	7.31E-05	0.001247689	0.000205375	0.001315599	1.67E-05	0.001703683	3.46E-06	0.004470559	0.000567644	0.001028904	4.68E-05	0	0.006917242	0.001057082
7.46E-06	1.92E-16	0.005254629	0.004370499	0.001954743	7.16E-06	0.000243573	0.000287344	0.001972265	2.12E-05	0.009483365	0.002213675	3.18E-06	5.14E-17	1.04E-06	0.000804955	6.48E-06	3.74E-05	7.29E-05	0.000907727	7.71E-05	0.00013257	0.000714956	0.000126546	2.84E-05	0.000845211	0.049007427	3.21E-18	0.000446945	0.020572546	0.000606635	0.086329122	0.000140987	0.001146796	0.000186951	0.001305882	0.004351363	0.000571186	0.015419379	0.000516156	0.000547086	0.000943578	0.000457584	0.002397033	0.002054715	0.001730719	0.007353643	0.003771157	0.000478079	0.000138712	0.004473986	0.014913644	1.69E-05	6.62E-06	0.000456796	0.012544259	0.000224296	0.001213102	0.001040261	0.001412246	0.000425599	0.002482214	0.001612575	0.000126171	6.90E-05	0.000621002	0.020163592	0
2.41E-05	0.000229016	0.011318323	0.003469331	0.003151082	0.000139513	0.000276616	0.000284315	0.005261241	0.000203493	0.020334308	0.003600369	4.36E-16	5.79E-05	0.000514041	0.003586027	0.000255744	0.003598812	0.000170789	0.001193643	0.008250487	0.000961178	0.001771482	0.000105903	0.002654744	0.004787843	0.018924784	0.000146035	0.001360084	0.006758938	0.001811368	3.75E-05	0.000291572	0.000536305	0.000210255	0.004066179	0.008272778	0.000518972	0.003992747	0.008137293	0.000797527	0.001291113	0.001166758	0.003458424	0.005406833	0.003458194	0.002292357	0.001649989	0.001977411	0.000599731	0.001491104	0.000432058	3.28E-05	2.43E-05	0.001332121	0.004813032	0.000347222	0.001496388	0.008159981	0.000218584	0.004882503	0.000904717	0.000991441	0.00199171	0.000141478	7.54E-05	0.002390047	0.001057082
3.55E-05	8.62E-05	0.013569589	0.009759842	0.00344062	4.30E-05	0.000276857	0.000563238	3.98E-16	0.001896243	0.018165546	0.001034584	0.000110226	8.08E-17	0.000126108	0.003844474	7.15E-05	0.000122294	4.19E-05	0.008423488	0.001303808	0.000516083	0.001285232	0.000511439	0.001707617	0.00084247	0.053788602	3.77E-18	0.001114104	0.034120407	0.000740356	0.001936581	0.000136965	0.001923288	8.81E-05	0.006233007	0.010192462	0.000916578	0.008329096	0.001267218	0.001143221	0.001392757	0.000974488	0.005066285	0.005374223	0.001669468	0.007483654	0.004315887	0.001431546	0.000748516	0.002766606	1.92E-05	2.93E-05	2.27E-05	0.00019518	0.004146136	0.000867864	0.001696695	0.001852515	0.011417881	0.000694399	0.00288205	0.024977616	0.000392718	0.000357954	0.00029973	0.006471195	0.001057082
3.00E-05	6.83E-05	0.011578955	0.003309528	0.002169234	4.40E-05	0.00023509	3.86E-05	0.029271308	0.009901931	0.026332114	0.002704798	0.00051764	3.17E-05	0.00013986	0.00112782	0.000438157	0.000702847	0.000151534	0.001179863	0.007246457	0.002722798	0.001955519	0.000239662	0.002774181	0.000856142	0.010757973	3.75E-18	0.000471686	0.014519704	0.000817257	0	0.000498072	0.000452483	0.000137275	0.00068589	0.00385695	0.001569756	0.007677889	0.002604084	0.000880679	0.001743477	0.001192517	0.002500015	0.005658593	0.004246549	0.00251902	0.001011077	0.001657661	0.000298256	0.001113199	3.87E-06	3.81E-05	2.18E-05	0.000620384	0.000113552	0.000439075	0.001072321	0.001044684	0.003763579	0.006882595	0.007476446	0.002729331	0.000944978	0.000509706	9.71E-05	0.01724724	0.007399577
0.000475875	0.000279528	0.003732325	0.003242456	0.002588892	4.91E-05	0.00016657	0.001363399	0.013523869	0.011496521	0.006563136	0.016730249	0.001509672	0.000546158	9.66E-05	0.002815037	0.000220634	9.99E-05	0.000119754	0.009149425	0.000109412	0.001248934	0.003717439	0.000254785	0.004715001	0.000143012	0.05047463	3.07E-18	0.000903469	0.009543266	0.000674381	0.031919762	0.000176011	0.000196764	0.000123436	0.003547205	0.000195239	0.002227088	0.170036939	0.002384468	0.001178065	0.001548486	0.000963098	0.00249046	0.004258497	0.046117618	0.004012373	3.59E-05	0.002209592	0.00014496	0.002542368	0.11200811	2.36E-06	4.25E-05	0.00081238	0.009520768	0.000346211	0.000650969	0.000533064	0.001616116	0.007352974	0.001734056	0.007140975	0.000796572	0.000550671	0.002860608	0.054220375	0.007399577
1.53E-17	0.000123072	0.005825487	0.001522941	0.001643726	1.19E-05	0.000176133	0.000912159	0.0290637	0.000819407	0.01076943	0.001151981	0.00025781	0.000114858	0.000101527	0.004685513	0.000167345	0.00083619	1.67E-05	0.003361632	0.005071519	0.000245783	0.000909342	0.000237075	0.000120913	0.000428107	0.016054813	2.02E-18	0.000693918	0.001444573	0.000727682	2.76E-05	0.001132494	0.000481011	0.000102083	0.001921265	0.000904083	0.000114066	1.34E-16	0.002844091	0.000472692	0.000691137	0.000354465	0.001329304	0.005953174	0.007917944	0.00103237	0.000426672	6.36E-06	9.03E-05	0.002350925	8.55E-06	7.42E-07	5.58E-06	0.000308877	0.001182606	0.000149647	0.000723424	5.96E-05	3.01E-05	0.000608069	0.005128642	0.000521473	0.000686019	1.05E-16	0.000364261	0.006796196	0.006342495
